year,code,clgname,branch,community,branchname,cutoff
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EI,SC,35,91
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FD,SC,51,127.25
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CE,SC,3,83
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",IT,SC,33,98.75
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",MC,SC,42,120.25
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AE,SC,30,107.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ES,SC,54,184.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,SC,55,189.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,SC,58,182.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,SC,8,192
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,SC,6,190.25
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CN,SC,56,192
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,SC,15,195.25
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",RA,SC,57,180.25
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PN,SC,59,182.25
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,SC,32,182.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,SC,7,194
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,SC,9,195.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,SC,12,185
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TX,SC,29,176.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IY,SC,60,176.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,SC,38,193
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CE,SC,3,194.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MY,SC,61,175.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PR,SC,36,187
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MT,SC,62,183.75
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TT,SC,65,171.25
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",FY,SC,64,166.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BY,SC,2,189.5
2017,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PS,SC,63,175
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EM,SC,8,186.75
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CN,SC,56,180.75
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EC,SC,9,191.5
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EE,SC,7,190
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CM,SC,6,185.75
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EY,SC,53,186.25
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CS,SC,5,190
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CH,SC,21,189
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",IM,SC,12,180.75
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",MF,SC,38,187.5
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",ME,SC,15,191.75
2017,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CE,SC,3,189
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CS,SC,5,174
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EC,SC,9,180.25
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EI,SC,35,170.5
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",BT,SC,39,177.25
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CE,SC,3,170.25
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EE,SC,7,177
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",MC,SC,42,175.5
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AU,SC,31,170.25
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",IT,SC,33,170.5
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",TX,SC,29,146
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",FT,SC,50,153.75
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",ME,SC,15,180
2017,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AE,SC,30,179.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CH,SC,21,159.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",IT,SC,33,116.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,SC,5,138.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,SC,9,164.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,SC,3,127.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",MC,SC,42,136.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",FD,SC,51,138.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",ME,SC,15,161.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EI,SC,35,92.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",AU,SC,31,121
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,SC,7,159.25
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CS,SC,5,185.25
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EC,SC,9,187.25
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CE,SC,3,186
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EE,SC,7,187
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",BM,SC,40,187.25
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",IT,SC,33,183
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CH,SC,21,185.5
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",ME,SC,15,188.25
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CE,SC,3,173.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",BT,SC,39,175.25
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IC,SC,48,104.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IT,SC,33,141.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EC,SC,9,171.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EI,SC,35,131.5
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CS,SC,5,169.5
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EE,SC,7,168.5
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",ME,SC,15,171.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CH,SC,21,163.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EC,SC,9,156.5
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CS,SC,5,149
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IC,SC,48,137.75
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",PR,SC,36,130.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CE,SC,3,140.75
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",ME,SC,15,151.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EE,SC,7,148.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IT,SC,33,129.75
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EI,SC,35,110
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CH,SC,21,159.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",IT,SC,33,116.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,SC,5,138.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,SC,9,164.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,SC,3,127.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",MC,SC,42,136.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",FD,SC,51,138.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",ME,SC,15,161.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EI,SC,35,92.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",AU,SC,31,121
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,SC,7,159.25
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",MD,SC,44,115.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",BM,SC,40,168.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",ME,SC,15,136
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EE,SC,7,137.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",IT,SC,33,125.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EC,SC,9,130.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EI,SC,35,84
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CE,SC,3,108.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,SC,45,154.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,SC,45,154.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CS,SC,5,134
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,SC,33,185.5
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,SC,5,188.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,SC,3,187.25
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,SC,24,178
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,SC,7,191.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,SC,35,182
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,SC,15,191
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,SC,9,192.25
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,SC,36,178.75
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,SCA,Bio- Medical Engineering (SS),130
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,SCA,Computer Science and Engineering (SS),154
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,SCA,Electrical and Electronics (Sandwich) (SS),127.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TT,SCA,Textile Technology (SS),87
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,SCA,Mechanical Engg. (SS),171.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MS,SCA,Mechanical Engineering (Sandwich) (SS),147
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,SCA,Production Engineering,129
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,SCA,Bio Technology (SS),163.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,SCA,Civil Engineering (SS),137
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,SCA,Automobile Engineering (SS),114
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PN,SCA,Production Engineering (SS),114
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PS,SCA,Production Engineering (Sandwich) (SS),103
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,SCA,Robotics and Automation (SS),134.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,SCA,Metallurgical Engineering,142.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,SCA,Textile Technology,107
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,SCA,Electrical and Electronics Engineering,164.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,SCA,Electronics and Communication Engineering,179
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,SCA,Information Tech. (SS),143.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,SCA,Electronics and Communication Engg. (SS),159.25
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FY,SCA,Fashion Technology (SS),0
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,SCA,Mechanical Engineering,192
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,SCA,Civil Engineering,181
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MY,SCA,Metallurgical Engg. (SS),0
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,SCA,Instrumentation and Control Engineering (SS),119
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",IM,SCA,Information Tech. (SS),134
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CN,SCA,Civil Engineering (SS),107.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EC,SCA,Electronics and Communication Engineering,155
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MF,SCA,Mechanical Engg. (SS),118
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CE,SCA,Civil Engineering,142
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CL,SCA,Chemical Engineering (SS),0
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,SCA,Elec. And Electronics Engg (SS),127
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EE,SCA,Electrical and Electronics Engineering,137
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EM,SCA,Electronics and Communication Engg. (SS),143
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CH,SCA,Chemical Engineering,164
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,SCA,Mechanical Engineering,149
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CS,SCA,Computer Science and Engineering,164.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CM,SCA,Computer Science and Engineering (SS),134
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CE,SCA,Civil Engineering,138
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",BM,SCA,Bio- Medical Engineering,148.5
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CH,SCA,Chemical Engineering,88
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CS,SCA,Computer Science and Engineering,149
